Код,Наименование (англ.),Наименование,Страна,Направление
90132017,A single transverse mode output and having any of the following:,"Один выход поперечного режима, имеющий любой из следующих компонентов:",EU,Экспорт в РФ
90132018,"A wall-plug efficiency exceeding 12 % and an average output power exceeding 10 W and
                                    capable of operating at a pulse repetition frequency greater than 1 kHz; or","КПД настенной вилки, превышающий 12%, и средняя выходная мощность, превышающая 10 Вт
                                    и
                                    способная работать на частоте повторения импульсов более 1 кГц; или",EU,Экспорт в РФ
90132019,An average output power exceeding 20 W,"Средняя выходная мощность, превышающая 20 Вт",EU,Экспорт в РФ
90132020,A multiple transverse mode output and having any of the following:,"Выход из нескольких поперечных режимов, имеющий одно из следующих значений:",EU,Экспорт в РФ
90132021,A wall-plug efficiency exceeding 18 % and an average output power exceeding 30W,"КПД настенной вилки, превышающий 18% и среднюю выходную мощность, превышающую 30 Вт
                                ",EU,Экспорт в РФ
90132022,A peak power exceeding 200 MW,"Пиковая мощность, превышающая 200 МВт",EU,Экспорт в РФ
90132023,An average output power exceeding 50 W,"Средняя выходная мощность, превышающая 50 Вт",EU,Экспорт в РФ
90132024,A pulse duration exceeding 1 ps and having any of the following:,"Длительность импульса, превышающая 1 микросекунду и имеющая любое из следующего",EU,Экспорт в РФ
90132025,A single transverse mode output and having any of the following,"Единичный вывод поперечного режима, имеющий одно из следующего",EU,Экспорт в РФ
90132026,"A wall-plug efficiency exceeding 12 % and an average output power exceeding 10 W and
                                    capable of operating at a pulse repetition frequency greater than 1 kHz","КПД лазера, превышающий 12%, и среднюю выходную мощность, превышающую 10 Вт и
                                    способную
                                    работать при частоте повторения импульсов более 1 кГц",EU,Экспорт в РФ
90132027,An average output power exceeding 20 W,"Средняя выходная мощность, превышающая 20 Вт",EU,Экспорт в РФ
90132028,A multiple transverse mode output and having any of the following:,"Выход из нескольких поперечных режимов, имеющий одно из следующих значений:",EU,Экспорт в РФ
90132029,"A wall-plug efficiency exceeding 18 % and an average output power exceeding 30 W
                                ","КПД лазера, превышающий 18%, и средняя выходная мощность, превышающая 30 Вт",EU,Экспорт в РФ
90132030,An average output power exceeding 500 W,"Средняя выходная мощность, превышающая 500 Вт",EU,Экспорт в РФ
90132031,"Non-tunable continuous wave (CW) lasers, having an output wavelength exceeding 975
                                    nm
                                    but not exceeding 1150 nm and having any of the following:","Неперестраиваемые непрерывные волновые лазеры, имеющие выходную длину волны более
                                    975
                                    нм, но не более 1150 нм и имеющие любое из следующего:",EU,Экспорт в РФ
90132032,A single transverse mode output and having any of the following:,"Один выход поперечного режима, имеющий любой из следующих компонентов:",EU,Экспорт в РФ
90132033,"A wall-plug efficiency exceeding 12 % and an average output power exceeding 10 W and
                                    capable of operating at a pulse repetition frequency greater than 1 kHz","КПД лазера, превышающий 12%, и средняя выходная мощность, превышающая 10 Вт и
                                    способная
                                    нагреваться при частоте повторения импульсов более 1 кГц",EU,Экспорт в РФ
90132034,An average output power exceeding 50 W,"Средняя выходная мощность, превышающая 50 Вт",EU,Экспорт в РФ
90132035,A multiple transverse mode output and having any of the following,"Выход из нескольких поперечных режимов, имеющий одно из следующих значений:",EU,Экспорт в РФ
90132036,"A wall-plug efficiency exceeding 18 % and an average output power exceeding 30 W
                                ","КПД лазера, превышающий 18%, и средняя мощность более 30 Вт",EU,Экспорт в РФ
90132037,An average output power exceeding 500 W,"Средняя выходная мощность, превышающая 500 Вт",EU,Экспорт в РФ
90132038,"Non-tunable lasers, having a wavelength exceeding 1 400 nm, but not exceeding 1 555
                                    nm
                                    and having any of the following:","Неперестраиваемые лазеры, имеющие длину волны , превышающую 1 400 нм, но не
                                    превышающую
                                    1 555 нм и имеющие любую из следующих характеристик:",EU,Экспорт в РФ
90132039,"An output energy exceeding 100 mJ per pulse and a pulsed peak power exceeding 1 W
                                ","выходная энергия, превышающая 100 мДж на импульс, и импульсная пиковая мощность,
                                    превышающая 1 Вт",EU,Экспорт в РФ
90132040,An average or CW output power exceeding 1 W,"Средняя или выходная мощность ВТ, превышающая 1 Вт",EU,Экспорт в РФ
90132041,Free electron lasers,Лазеры на свободных электронах,EU,Экспорт в РФ
"90318000, 90158090, 9015801100","Magnetometers, other than those specified in the CML or in Regulation (EU) 2021/821,
                                    having a sensitivity lower (better) than 1, 0 nT (rms) per square root Hz","Магнитометры, за исключением тех, которые указаны в Общем военном списке ЕС (ОВС ЕС)
                                    или
                                    в Регламенте ЕС 2021/821, имеющий чувствительность ниже (лучше), чем 1, 0 нТл (РМС)
                                    на
                                    квадратный корень Гц",EU,Экспорт в РФ
"9015801100, 9014202009, 9015801900","Superconductive electromagnetic sensors, components manufactured from
                                    superconductive
                                    materials:","Сверхпроводящие электромагнитные датчики, компоненты, изготовленные из
                                    сверхпроводящих
                                    материалов:",EU,Экспорт в РФ
"9015801100, 9014202009, 9015801900","Designed for operation at temperatures below the critical temperature of at least
                                    one of
                                    their superconductive constituents (including Josephson effect devices or
                                    superconductive quantum interference devices (SQUIDS))","Предназначены для работы при температурах ниже критической температуры по меньшей
                                    мере
                                    одного из их сверхпроводящих составляющих (включая устройства с эффектом Джозефсона
                                    или
                                    сверхпроводящие квантовые интерференционные устройства (SQUIDS))",EU,Экспорт в РФ
"9015801100, 9014202009, 9015801900","Designed for sensing electromagnetic field variations at frequencies of 1 KHz or
                                    less;
                                    and","Предназначен для зондирования изменений электромагнитного поля на частотах 1 кГц и
                                    менее; и",EU,Экспорт в РФ
"9015801100, 9014202009, 9015801900",Having any of the following characteristics:,Имеет любую из следующих характеристик:,EU,Экспорт в РФ
"9015801100, 9014202009, 9015801900","Incorporating thin-film SQUIDS with a minimum feature size of less than 2 pm and
                                    with
                                    associated input and output coupling circuits","Включая тонкопленочные SQUIDS с минимальным размером функции менее 2 пм и с
                                    соответствующими схемами входной и выходной связи",EU,Экспорт в РФ
"9015801100, 9014202009, 9015801900","Designed to operate with a magnetic field slew rate exceeding 1 x 10^6 magnetic flux
                                    quanta per second","Предназначен для работы с магнитным полем со скоростью нарастания, превышающей 1 х
                                    10^6
                                    квантов магнитного потока в секунду",EU,Экспорт в РФ
"9015801100, 9014202009, 9015801900","Designed to function without magnetic shielding in the earth’s ambient magnetic
                                    field;
                                    or","Предназначен для функционирования без магнитного экранирования в окружающем
                                    магнитном
                                    поле Земли; или",EU,Экспорт в РФ
"9015801100, 9014202009, 9015801900","Having a temperature coefficient less (smaller) than 0, 1 magnetic flux quantum/K
                                ","Имеющий температурный коэффициент меньше (меньше) 0, 1 кванта магнитного потока/К
                                ",EU,Экспорт в РФ
901580,Gravity meters (gravimeters) for ground use,Гравиметры (гравиметры) для наземного использования,EU,Экспорт в РФ
901581,Having a static accuracy of less (better) than 100 gGal; or,Имеющие статическую точность менее (лучше) 100 гГал; или,EU,Экспорт в РФ
901582,Being of the quartz element (Worden) type,Принадлежность к кварцевому типу элемента (Уордена),EU,Экспорт в РФ
"85261000, 8526100001, 9015809900","Radar systems, equipment and major components, other than those specified in the CML
                                    or
                                    in Regulation (EU) 2021/821, and specially designed components therefor, as follows:
                                ","Радиолокационные системы, оборудование и основные компоненты, и специально
                                    разработанные
                                    компоненты для них",EU,Экспорт в РФ
"85261000, 8526100001, 9015809900","Airborne radar equipment, other than those specified in the CML or in Regulation
                                    (EU)
                                    2021/821, and specially designed components therefor","Бортовое радиолокационное оборудование, отличное от указанного в CML или в
                                    Регламенте
                                    (ЕС) 2021/821, и специально разработанные для него компоненты",EU,Экспорт в РФ
"85261000, 8526100001, 9015809900","Space-qualified laser radar or Light Detection and Ranging (LIDAR) equipment
                                    specially
                                    designed for surveying or for meteorological observation","Космический лазерный радар или оборудование для обнаружения и определения дальности
                                    света (ЛИДАР), специально предназначенное для съемки или метеорологического
                                    наблюдения
                                ",EU,Экспорт в РФ
"85261000, 8526100001, 9015809900","Millimeter wave enhanced vision radar imaging systems specially designed for rotary
                                    wing
                                    aircraft and having all of the following:","Радиолокационные системы визуализации миллиметрового диапазона с улучшенным зрением,
                                    специально разработанные для винтокрылых самолетов и имеющие все следующие
                                    возможности:
                                ",EU,Экспорт в РФ
"85261000, 8526100001, 9015809900",Operates at a frequency of 94 GHz,Работает на частоте 94 ГГц,EU,Экспорт в РФ
"85261000, 8526100001, 9015809900",An average output power of less than 20 mW,Средняя выходная мощность менее 20 мВт,EU,Экспорт в РФ
"85261000, 8526100001, 9015809900",Radar beam width of 1 degree,Ширина луча РЛС 1 градус,EU,Экспорт в РФ
"85261000, 8526100001, 9015809900",Operating range equal to or greater than 1 500 m,Рабочий диапазон равен или превышает 1 500 м,EU,Экспорт в РФ
9031803800,Seismic detection equipment not controlled by X.A.IV.009.c.,"Оборудование для обнаружения сейсморазведки, не контролируемое X.A.IV.009.c.",EU,Экспорт в РФ
"852582, 852583, 852589","Radiation hardened TV cameras, other than those specified in the CML or in
                                    Regulation
                                    (EU) 2021/821.","Радиационно-закаленные телевизионные камеры, кроме указанных в CML или в Регламенте
                                    (ЕС)
                                    2021/821",EU,Экспорт в РФ
903180,"Seismic intrusion detection systems that detect, classify and determine the bearing
                                    on
                                    the source of a detected signal","Системы обнаружения сейсмических вторжений, которые обнаруживают, классифицируют и
                                    определяют источник сигналп",EU,Экспорт в РФ
901390,"Equipment, including tools, dies, fixtures or gauges, and other specially designed
                                    components and accessories therefor, specially designed or modified for any of the
                                    following:","Оборудование, включая инструменты, штампы, приспособления или датчики, а также
                                    другие
                                    специально разработанные для них компоненты и принадлежности, специально
                                    разработанные
                                    или модифицированные для любого из следующего:",EU,Экспорт в РФ
901390,For the manufacture or inspection of:,Для изготовления или проверки:,EU,Экспорт в РФ
901390,Free electron laser magnet wigglers, лазерные магнитные вигглеры со свободными электронами,EU,Экспорт в РФ
901390,Free electron laser photo injectors, лазерные фотоинжекторы со свободными электронами,EU,Экспорт в РФ
901390,"For the adjustment, to required tolerances, of the longitudinal magnetic field of
                                    free
                                    electron lasers","Для корректировки, к требуемым допускам, продольного магнитного поля лазеров со
                                    свободными электронами",EU,Экспорт в РФ
90011090,"Optical sensing fibres that are modified structurally to have a beat length of less
                                    than
                                    500 mm (high birefringence) or optical sensor materials not described in 6C002.b1
                                    and
                                    having a zinc content of equal to or more than 6 % by mole fraction.","Оптические чувствительные волокна, которые структурно модифицированы для того, чтобы
                                    иметь длину биения менее 500 мм (высокое двулучепреломление), или оптические
                                    сенсорные
                                    материалы, не описанные в 6C002.b 1 и имеющие содержание цинка, равное или
                                    превышающее
                                    6% от мольной фракции.",EU,Экспорт в РФ
"9001, а также нижеследующее:","Low optical absorption materials, as follows","Материалы с низким оптическим поглощением, а именно:",EU,Экспорт в РФ
2826,"Bulk fluoride compounds containing ingredients with a purity of 99, 999 % or better;
                                    or
                                ","Объемные фторидные соединения, содержащие ингредиенты с чистотой 99, 999 % или выше;
                                    или
                                ",EU,Экспорт в РФ
"700521, 700529, 700711, 700719",Bulk fluoride glass made from compounds controlled by 6C004.e.1,"Объемное фторидное стекло, изготовленное из соединений, контролируемых 6C004.e.1
                                ",EU,Экспорт в РФ
7002201000,"Optical fibre preforms made from bulk fluoride compounds containing ingredients with
                                    a
                                    purity of 99, 999 % or better, specially designed for the manufacture of fluoride
                                    fibres
                                    controlled by X.A.IV.004.b.","Преформы из оптического волокна, изготовленные из объемных фторидных соединений,
                                    содержащих ингредиенты с чистотой 99 999% или выше, специально разработанные для
                                    изготовления фторидных волокон, контролируемых X.A.IV.004.b",EU,Экспорт в РФ
"85255000, 85256000, 901420","Airborne communication equipment, all aircraft inertial navigation systems, and
                                    other
                                    avionic equipment, including components, other than those specified in the CML or in
                                    Regulation (EU) 2021/821","Бортовое оборудование связи, все авиационные инерциальные навигационные системы и
                                    другое
                                    авиационное оборудование, включая компоненты, отличные от указанных в Общем военном
                                    списке ЕС (ОВС ЕС) или в Регламенте ЕС 2021/821",EU,Экспорт в РФ
"903010000, 903020, 903031000, 903032000, 903033, 903039000, 9030400000, 9030820000,
                                    903084000, 903089, 903090","Other equipment specially designed for the test, inspection, or production of
                                    navigation
                                    and avionics equipment","Другое оборудование, специально разработанное для тестирования, проверки или
                                    производства навигационного и авиационного оборудования",EU,Экспорт в РФ
90063000,"Television systems (comprising camera, lights, monitoring and signal transmission
                                    equipment) having a limiting resolution when measured in air of more than 500 lines
                                    and
                                    specially designed or modified for remote operation with a submersible vehicle; or
                                ","Телевизионные системы (включающие камеры, огни, оборудование для мониторинга и
                                    передачи
                                    сигнала), имеющие предельное разрешение при измерении в воздухе более 500 линий и
                                    специально разработанные или модифицированные для дистанционного управления
                                    погружаемым
                                    транспортным средством, или",EU,Экспорт в РФ
90063001,"Underwater television cameras having a limiting resolution when measured in air of
                                    more
                                    than 700 lines","Подводные телевизионные камеры, имеющие предельное разрешение при измерении в
                                    воздухе
                                    более 700 линий",EU,Экспорт в РФ
90063000,"Photographic still cameras specially designed or modified for underwater use, having
                                    a
                                    film format of 35 mm or larger, and having autofocusing or remote focusing specially
                                    designed for underwater use","Фотокамеры, специально разработанные или модифицированные для подводного
                                    использования,
                                    имеющие формат пленки 35 мм или более и автофокусировку или дистанционную
                                    фокусировку,
                                    специально разработанную для подводного использования",EU,Экспорт в РФ
"8531809500, 8539390000","Stroboscopic light systems, specially designed or modified for underwater use,
                                    capable
                                    of a light output energy of more than 300 J per flash","Стробоскопические световые системы, специально разработанные или модифицированные
                                    для
                                    подводного использования, способные выводить светоотдачу более 300 Дж за вспышку
                                ",EU,Экспорт в РФ
90063000,"Other underwater camera equipment, other than those specified in the CML or in
                                    Regulation (EU) 2021/821","Другое подводное видеооборудование, кроме указанного в ОВС ЕС или в Регламенте ЕС
                                    2021/821",EU,Экспорт в РФ
90063001,Not used,Не используется,EU,Экспорт в РФ
"89013010, 89020011, 89020012, 89020018, 89020019, 89020090, 89031010, 89031011,
                                    89031019, 89031090, 89039110, 89039191, 89039193, 89039199, 89039910, 89039991,
                                    89039999
                                ","Vessels (surface or underwater), including inflatable boats, and specially designed
                                    components therefor, other than those specified in the CML or in Regulation (EU)
                                    2021/821","Суда (надводные или подводные), включая надувные лодки, и специально разработанные
                                    для
                                    них компоненты, кроме указанных в ОВС ЕС или в Регламенте ЕС 2021/821",EU,Экспорт в РФ
840810,"Marine engines (both inboard and outboard) and submarine engines and specially
                                    designed
                                    components therefor, other than those specified in the CML or in Regulation (EU)
                                    2021/821","Судовые двигатели (как бортовые, так и подвесные) и подводные двигатели и специально
                                    разработанные для них компоненты, кроме указанных в ОВС ЕС или в Регламенте ЕС
                                    2021/821
                                ",EU,Экспорт в РФ
9020000000,"Self-contained underwater breathing apparatus (scuba gear) and accessories therefor,
                                    other than those specified in the CML or in Regulation (EU) 2021/821","Автономные подводные дыхательные аппараты (акваланги) и принадлежности к ним, кроме
                                    указанных в ОВС ЕС или в Регламенте ЕС 2021/821",EU,Экспорт в РФ
"63072000, 90158099, 90159000","Life jackets, inflation cartridges, dive compasses and dive computers","Спасательные жилеты, картриджи внутреннего давления, дайв-компасы и дайв-компьютеры
                                ",EU,Экспорт в РФ
8513100000,Underwater lights and propulsion equipment;,Подводные фонари и двигательное оборудование,EU,Экспорт в РФ
"841410, 8414800000, 8414700000","Air compressors and filtration system specially designed for filling air cylinders
                                ","Воздушные компрессоры и система фильтрации, специально разработанные для наполнения
                                    кислородных баллонов",EU,Экспорт в РФ
"8408, 8409, 8704, а также нижеследующие:","Diesel engines, and tractors and specially designed components therefor, other than
                                    those specified in the CML or in Regulation (EU) 2021/821","Дизельные двигатели, тракторы и специально разработанные для них компоненты, кроме
                                    тех,
                                    которые указаны в Общем военном списке ЕС (далее - ОВС ЕС) или в Регламенте ЕС
                                    2021/821.
                                ",EU,Экспорт в РФ
8408,"Diesel engines, other than those specified in the CML or in Regulation
                                    (EU) 2021/821, for trucks, tractors, and automotive applications, having an overall
                                    power output of 298kW or more","Дизельные двигатели, кроме тех, которые указаны в ОВС ЕС или в Правилах
                                    (ЕС) 2021/821, для грузовых автомобилей, тракторов и автомобилей, имеющих общую
                                    выходную
                                    мощность 298 кВт или более",EU,Экспорт в РФ
8701,"Off highway wheel tractors of carriage capacity 9 t or more; and major components
                                    and
                                    accessories, other than those specified in the CML or in Regulation (EU) 2021/821.
                                ","Внедорожные колесные тракторы грузоподъемностью 9 тонн или более; основные
                                    компоненты и
                                    аксессуары, кроме указанных в ОВС ЕС или в Регламенте ЕС 2021/821",EU,Экспорт в РФ
"870110000, 870121, 87012110, 870121101, 870121109, 87012190, 870121901, 870121909
                                ","Road tractors for semi-trailers, with single or tandem rear axles rated for 9 t per
                                    axel
                                    or more and specially designed major components.","Дорожные тягачи для полуприцепов, с одинарными или тандемными задними осями
                                    мощностью 9
                                    т на ось и более и специально разработанными основными компонентами",EU,Экспорт в РФ
"8411, 9020000000","Gas turbine engines and components, other than those specified in the CML or in
                                    Regulation (EU) 2021/821.","Газотурбинные двигатели и компоненты, кроме указанных в ОВС ЕС или в Регламенте ЕС
                                    2021/821",EU,Экспорт в РФ
8411,Not used,Не используется,EU,Экспорт в РФ
8411,Not used,Не используется,EU,Экспорт в РФ
8411,Aero gas turbine engines and components specially designed therefor,"Авиационные газотурбинные двигатели и специально разработанные для них компоненты
                                ",EU,Экспорт в РФ
8411,Not used,Не используется,EU,Экспорт в РФ
9020000000,"Pressurised aircraft breathing equipment components specially designed therefor,
                                    other
                                    than those specified in the CML or in Regulation (EU) 2021/821","Специально разработанные компоненты дыхательного оборудования с воздухом под
                                    давлением,
                                    кроме указанных в ОВС ЕС или в Регламенте ЕС 2021/821",EU,Экспорт в РФ
9031803800,"Vibration test equipment and specially designed components, other than those
                                    specified
                                    in the CML or in Regulation (EU) 2021/821.","Оборудование для испытания вибрации и специально разработанные компоненты, кроме
                                    указанных в ОВС ЕС или в Регламенте ЕС 2021/821",EU,Экспорт в РФ
901780900,"Automated equipment using non-mechanical methods for measuring airfoil wall
                                    thickness
                                ","Автоматизированное оборудование с использованием немеханических методов измерения
                                    толщины стенок аэродинамического профиля",EU,Экспорт в РФ
845611000," Tooling, fixtures or measuring equipment for the laser, water jet or ECM/EDM hole
                                    drilling processes controlled by 9E003.c","Оснастка, приспособления или измерительное оборудование для лазерных, водоструйных
                                    или
                                    электрохимических/электроэрозионных процессов сверления отверстий из статьи 9E003.c
                                ",EU,Экспорт в РФ
847439000,Ceramic core leaching equipment,Оборудование для выщелачивания керамической сердцевины,EU,Экспорт в РФ
8474801080,Ceramic core manufacturing equipment or tools,Оборудование или инструменты для производства керамических стержней,EU,Экспорт в РФ
8474801080,Ceramic shell wax pattern preparation equipment,Оборудование для подготовки керамического воска,EU,Экспорт в РФ
6903, Ceramic shell burn out or firing equipment,"Керамическое оборудование для полного сгорания топлива или оборудование для запуска
                                    ракетного двигателя",EU,Экспорт в РФ
8523,"Software, other than those specified in the CML or in Regulation (EU) 2021/821, for
                                    the
                                    development or production of equipment controlled by X.A.VII.001 or X.B.VII.001.
                                ","Программное обеспечение, за исключением тех, которые указаны в ОВС ЕС или в
                                    Регламенте
                                    ЕС 2021/821, для разработки или производства оборудования из статьей X.A.VII.001 или
                                    X.B.VII.001.",EU,Экспорт в РФ
 ,"Drill head integrated measurement equipment, including inertial navigation systems
                                    for
                                    measurement while drilling (MWD);", ,EU,Экспорт в РФ
 ,"Gas monitoring systems and detectors therefor, designed for continuous operation and
                                    detection of hydrogen sulphide;", ,EU,Экспорт в РФ
 ,"Equipment for seismological measurements, including reflection seismetics and
                                    seismic
                                    vibrators", ,EU,Экспорт в РФ
 ,Sediment echo sounders, ,EU,Экспорт в РФ
 ,"Equipment, ‘electronic assemblies’ and components, specially designed for quantum
                                    computers, quantum electronics, quantum sensors, quantum processing units, qubit
                                    circuits, qubit devices or
                                    quantum radar systems, including pockels cells.", ,EU,Экспорт в РФ
 ,Scanning electron microscopes (SEM), ,EU,Экспорт в РФ
 ,Scanning auger microscopes, ,EU,Экспорт в РФ
 ,Transmission electron microscopes (TEM), ,EU,Экспорт в РФ
 ,Atomic force microscopes (AFM), ,EU,Экспорт в РФ
 ,Scanning force microscopes (SFM), ,EU,Экспорт в РФ
 ,"Equipment and detectors, specially designed for use with the microscopes specified
                                    in
                                    X.A.VIII.003.a to X.A.VIII.0003.e, employing any of the following material analysis
                                    techniques:", ,EU,Экспорт в РФ
 ,X-ray photo spectroscopy (XPS);, ,EU,Экспорт в РФ
 ,"Energy-dispersive X-ray spectroscopy (EDX, EDS) or", ,EU,Экспорт в РФ
 ,Electron spectroscopy for chemical analysis (ESCA)., ,EU,Экспорт в РФ
 ,Collector equipment for metal ores in deep seabed, ,EU,Экспорт в РФ
 ,Additive manufacturing equipment for the ‘production’ of metal parts, ,EU,Экспорт в РФ
 ,"Additive manufacturing equipment for ‘energetic materials’, including equipment
                                    using
                                    ultrasonic extrusion", ,EU,Экспорт в РФ
 ,"Vat photopolymerization (VVP) additive manufacturing equipment using stereo
                                    lithography
                                    (SLA) or digital light processing (DLP).", ,EU,Экспорт в РФ
 ,"Equipment for the ‘production’ of printed electronics for organic light emitting
                                    diodes
                                    (OLED), organic field-effect transistors (OFET) or organic photovoltaic cells (OPVC)
                                ", ,EU,Экспорт в РФ
 ,"Equipment for the ‘production’ of microelectromechanical systems (MEMS) using the
                                    mechanical properties of silicon, including sensors in chip format like pressure
                                    membranes, bending beams or
                                    micro adjustment devices", ,EU,Экспорт в РФ
 ,"Equipment, specially designed for the production of E-Fuels (electrofuels and
                                    synthetic
                                    fuels) or ultra efficient solar cells (efficiency > 30 %)", ,EU,Экспорт в РФ
 ,Equipment for Ultra-High-Vacuum (UHV) as follows:, ,EU,Экспорт в РФ
 ,"UHV pumps (sublimation, turbomolecular, diffusion, cryogenic, ion getter);", ,EU,Экспорт в РФ
 ,UHV pressure gauges., ,EU,Экспорт в РФ
 ,"‘Cryogenic refrigeration systems’ designed to maintain temperatures below 1,1 K
                                    for 48
                                    hrs or more and related cryogenic refrigeration equipment as follows:", ,EU,Экспорт в РФ
 ,Pulse Tubes;, ,EU,Экспорт в РФ
 ,Cryostats;, ,EU,Экспорт в РФ
 ,Dewars;, ,EU,Экспорт в РФ
 ,Gas Handling System (GHS);, ,EU,Экспорт в РФ
 ,Compressors;, ,EU,Экспорт в РФ
 ,Control Units., ,EU,Экспорт в РФ
 ,Decapsulation equipment for semiconductor devices, ,EU,Экспорт в РФ
 ,"High Quantum Efficiency (QE) photodetectors with a QE greater than 80 % in the
                                    wavelength range exceeding 400 nm but not exceeding 1 600 nm", ,EU,Экспорт в РФ
 ,"Numerical controlled machine tools, having one or more linear axis with a travel
                                    length
                                    greater than 8 000  mm", ,EU,Экспорт в РФ
 ,"Water cannon systems for riot or crowd control, and components specially designed
                                    therefor", ,EU,Экспорт в РФ
 ,"Law enforcement striking weapons, including saps, police batons, side handle batons,
                                    tonfas, sjamboks, and whips", ,EU,Экспорт в РФ
 ,"Police helmets and shields; and specially designed components, other than those
                                    specified in the CML or in Regulation (EU) 2021/821", ,EU,Экспорт в РФ
 ,"Law enforcement restraint devices, including leg irons, shackles, and handcuffs;
                                    straight jackets; stun cuffs; shock belts; shock sleeves; multipoint restraint
                                    devices such as restraint chairs;
                                    and specially designed components and accessories, other than those specified in the
                                    CML or in Regulation
                                    (EU) 2021/821", ,EU,Экспорт в РФ
 ,"Oil and gas exploration equipment, software, and data, as follows (see List of Items
                                    Controlled):", ,EU,Экспорт в РФ
 ,"Hydraulic fracturing items, as follows:", ,EU,Экспорт в РФ
 ,Hydraulic fracturing design and analysis software and data;, ,EU,Экспорт в РФ
 ,"Hydraulic fracturing ‘proppant’, ‘fracking fluid’, and chemical additives therefor;
                                    or
                                ", ,EU,Экспорт в РФ
 ,High pressure pumps., ,EU,Экспорт в РФ
 ,"Specific processing equipment, as follows (see List of Items Controlled):", ,EU,Экспорт в РФ
 ,Ring Magnets;, ,EU,Экспорт в РФ
 ,"Weapons and devices designed for the purpose of riot control or self-protection, as
                                    follows:", ,EU,Экспорт в РФ
 ,"Portable electric discharge weapons that can target only one individual each time an
                                    electric shock is administered, including but not limited to electric shock batons,
                                    electric shock shields, stun
                                    guns and electric shock dart guns;", ,EU,Экспорт в РФ
 ,"Kits containing all essential components for assembly of portable electric discharge
                                    weapons controlled by item X.A.VIII.020.a; or", ,EU,Экспорт в РФ
 ,"Fixed or mountable electric discharge weapons that cover a wide area and can target
                                    multiple individuals with electrical shocks.", ,EU,Экспорт в РФ
 ,"Weapons and equipment disseminating incapacitating or irritating chemical substances
                                    for the purpose of riot control or self-protection and certain related substances,
                                    as follows:", ,EU,Экспорт в РФ
